Domain,Domain,Page,Count
am,am,ሥነ_ሕይወት,2
am,am,ሰዋስው,2
am,am,አማርኛ,2
am,am,ዌብሳይት,2
am,am,ዓለም-አቀፍ_መደበኛ_የመጽሐፍ_ቁጥር,2
am,am,1060_እ.ኤ.አ.,1
am,am,10_August,1
am,am,1178_እ.ኤ.አ.,1
am,am,1366_እ.ኤ.አ.,1
am,am,1418_እ.ኤ.አ.,1
am,am,14_December,1
am,am,14_እ.ኤ.አ.,1
am,am,1523_እ.ኤ.አ.,1
am,am,1526_እ.ኤ.አ.,1
am,am,15_እ.ኤ.አ.,1
am,am,16_እ.ኤ.አ.,1
am,am,17_እ.ኤ.አ.,1
am,am,1816_እ.ኤ.አ.,1
am,am,1819_እ.ኤ.አ.,1
am,am,18_እ.ኤ.አ.,1
am.d,am.d,ዋና_ገጽ,2
am.d,am.d,Comp_Glossary_PQ,1
am.d,am.d,water,1
am.d,am.d,ልዩ:MyTalk,1
am.d,am.d,መደብ:የተደበቁ_መደቦች,1
am.m,am.m,ዋናው_ገጽ,7
am.m,am.m,ዓፄ_ቴዎድሮስ,5
am.m,am.m,ንግሥት_ዘውዲቱ,4
am.m,am.m,ኤሌክትሪክ_ምድጃ_፡_እራስህ_ስራ,4
am.m,am.m,እምስ,4
am.m,am.m,የሠገራ_ትቦ_ንጣፍ_መድማት_ወይመ_መቁስል_(ሄሞሮይድ),4
am.m,am.m,ጉራጌ,4
am.m,am.m,ሎዥባን,3
am.m,am.m,ሰኔ_፲፩,3
am.m,am.m,ስነ_አምክንዮ,3
am.m,am.m,ተረት_ጠ,3
am.m,am.m,አዳም_ረታ,3
am.m,am.m,ካርል_ማርክስ,3
am.m,am.m,የሉቃስ_ወንጌል,3
am.m,am.m,የአድዋ_ጦርነት,3
am.m,am.m,የኩላሊት_ጠጠር,3
am.m,am.m,ግብረ_ስጋ_ግንኙነት,3
am.m,am.m,Վիքիմեդիա_Հայաստան,2
am.m,am.m,ማርያም,2
am.m,am.m,ሴጋ_ጨዋታዎች_ድርጅት,2
am.m,am.m,"ስዕል:Il_Giro_del_mondo,_giornale_di_viaggi,_geografia_e_costumi_Volume_5,_1866.jpg",2
am.m,am.m,ሸዋ,2
am.m,am.m,ሼህ_ሁሴን_ጅብሪል,2
am.m,am.m,ቅዱስ_ያሬድ,2
am.m,am.m,ቅድስት_አርሴማ,2
am.m.d,am.m.d,abbot,1
am.q,am.q,ዋና_ገጽ,3
am.q,am.q,ልዩ:CreateAccount,1
am.q,am.q,ልዩ:UserLogin,1
an,an,Portalada,54
an,an,Benezuela,5
an,an,Resistor,4
an,an,Wikipedia:Aduya,3
an,an,10_d'agosto,2
an,an,1989,2
an,an,Descusión:Portalada,2
an,an,Descusión_usuario:Cembo123,2
an,an,Director_cinematografico,2
an,an,Especial:Zaguers_cambeos,2
an,an,Estrela,2
an,an,Idioma_anglés,2
an,an,Jennifer_Garner,2
an,an,Linné,2
an,an,Lista_de_municipios_de_Malaga,2
an,an,Menhir,2
an,an,Propaganda,2
an,an,Wikipedia:Actualidat,2
an,an,Wikipedia:Tabierna,2
an,an,1003,1
an,an,1092,1
an,an,1110,1
an,an,14,1
an,an,1418,1
an,an,1489,1
an.d,an.d,Categoría:Páginas_que_usan_argumentos_duplicados_en_invocaciones_de_plantillas,1
an.d,an.d,Portalada,1
an.d,an.d,hacer,1
an.d,an.d,sentir,1
an.d,an.d,water,1
an.d,an.d,z,1
an.m,an.m,Aśoka,5
an.m,an.m,Especial:Mirar,4
an.m,an.m,Portalada,4
an.m,an.m,Atena,3
an.m,an.m,Lista_de_municipios_de_Malaga,3
an.m,an.m,P._T._Barnum,3
an.m,an.m,Peirons_d'Aśoka,3
an.m,an.m,Peirón,3
an.m,an.m,Erial,2
an.m,an.m,Imachen:Continentes.png,2
an.m,an.m,Jawaharlal_Nehru,2
an.m,an.m,Lista_de_municipios_de_Navarra,2
an.m,an.m,Picueta,2
an.m,an.m,Río_Nicher,2
an.m,an.m,Río_Uecha,2
an.m,an.m,Tren,2
an.m,an.m,-,1
an.m,an.m,1073,1
an.m,an.m,1747,1
an.m,an.m,1947,1
an.m,an.m,1964,1
an.m,an.m,27_de_mayo,1
an.m,an.m,736,1
an.m,an.m,78,1
an.m,an.m,Abrío,1
an.m.d,an.m.d,cóm,4
an.m.d,an.m.d,plebita,3
an.m.d,an.m.d,Imachen:Heavy_Rain.jpg,2
an.m.d,an.m.d,plebia,2
an.m.d,an.m.d,ribagorzano,2
ang,ang,Google,16
ang,ang,Hēafodtramet,11
ang,ang,Wikipǣdia:How_to_edit_a_page,4
ang,ang,Help:Innoþ,3
ang,ang,Mortal_Engines,3
ang,ang,-,2
ang,ang,Android,2
ang,ang,Lunden,2
ang,ang,Scrobbesburh,2
ang,ang,Webbsīde,2
ang,ang,7._Æfterran_Gēolan,1
ang,ang,Alaska,1
ang,ang,Arizona,1
ang,ang,Beicing,1
ang,ang,Brūcend:TonyBallioni,1
ang,ang,Brūcend:Tulsibot,1
ang,ang,Brūcend:WeijiBaikeBianji/Sandbox,1
ang,ang,Buddendōm,1
ang,ang,Bysen:Authority_control,1
ang,ang,Canada,1
ang,ang,Canceler,1
ang,ang,Cynelica_Sciphere,1
ang,ang,Daguerreotype,1
ang,ang,Dornsǣte,1
ang,ang,Drēam,1
ang.b,ang.b,Hēafodsīde,2
ang.d,ang.d,Flocc:Pages_using_duplicate_arguments_in_template_calls,1
ang.d,ang.d,Hēafodtramet,1
ang.d,ang.d,water,1
ang.m,ang.m,Hēafodtramet,9
ang.m,ang.m,Syndrig:Search,2
ang.m,ang.m,Temes,2
ang.m,ang.m,Afghanistan,1
ang.m,ang.m,Balmandir,1
ang.m,ang.m,Brūcend:AlleborgoBot,1
ang.m,ang.m,Brūcend:James~angwiki,1
ang.m,ang.m,Brūcend:Lomita,1
ang.m,ang.m,Brūcend:Matthaeus_Adamus_Hungaricus,1
ang.m,ang.m,Bysen:Country_data_Åland_Islands,1
ang.m,ang.m,Bysen:Infobox_Film,1
ang.m,ang.m,CF,1
ang.m,ang.m,Carl_II_Bretta_Cyning,1
ang.m,ang.m,Cīnan_Folclicu_Cynewīse,1
ang.m,ang.m,Eallbærnet,1
ang.m,ang.m,Falster,1
ang.m,ang.m,Faruc_Ægypt_Cyning,1
ang.m,ang.m,Flocc:Byrig_on_Nepale,1
ang.m,ang.m,Gómara,1
ang.m,ang.m,Hlīniende_Torr_Pīsan,1
ang.m,ang.m,Hālig_Land,1
ang.m,ang.m,Kyōtō,1
ang.m,ang.m,Lunden,1
ang.m,ang.m,Norðerne_Irland,1
ang.m,ang.m,Oklahoma,1
ang.m.d,ang.m.d,Hēafodtramet,1
ang.m.d,ang.m.d,manst,1
ang.q,ang.q,Hēafodsīde,3
ang.q,ang.q,Syndrig:UserLogin,2
ang.q,ang.q,Buffy_sēo_Vampira_Cwellestre,1
ar,ar,الصفحة_الرئيسية,356
ar,ar,خاص:بحث,141
ar,ar,-,76
ar,ar,مستخدم:Mustafa_Al-Elq/وصلاتي,47
ar,ar,سمنة,29
ar,ar,تصنيف:أوضاع_جنسية,23
ar,ar,لينين_الرملي,23
ar,ar,إنداليسيو_برييتو,20
ar,ar,أزمة_الشرق_العظمى,19
ar,ar,الوطن_العربي,19
ar,ar,جوجل,19
ar,ar,Special:Search,18
ar,ar,عبد_الله_بن_حمد_القرعاوي,18
ar,ar,أم_البنين,16
ar,ar,القشلة_(حائل),16
ar,ar,لي_وينليانغ,16
ar,ar,مستخدم:SaifBasharNeama/vector.css,15
ar,ar,الانتخابات_العامة_في_مالاوي_2019,14
ar,ar,الانتخابات_العامة_في_مالاوي_2020,14
ar,ar,المرض_التنفسي_الحاد_المرتبط_بفيروس_كورونا_المستجد,14
ar,ar,تلاشي_ضوئي,14
ar,ar,يوتيوب,14
ar,ar,آدا_نيلد_شو,13
ar,ar,أخدرية_صغيرة_الأزهار,13
ar,ar,أخدرية_كبيرة_الثمار,13
ar.b,ar.b,الصفحة_الرئيسية,11
ar.b,ar.b,خاص:بحث,6
ar.b,ar.b,الزمن,2
ar.b,ar.b,لينكس_من_الألف_إلى_الياء,2
ar.b,ar.b,إدارة_التغيير_والموارد_البشرية,1
ar.b,ar.b,ويكي_الأطفال:الحروف_الأبجدية/طريقة_الكتابة,1
ar.b,ar.b,موضوعات_الرقص_فى_جداريات_مصرية_قديمة,1
ar.b,ar.b,مقدمة_في_الشبكات_العصبية_الاصطناعية,1
ar.b,ar.b,مبادئ_الشبكات_الحاسوبية,1
ar.b,ar.b,علم_الاجتماع/النظرية_الاجتماعية,1
ar.b,ar.b,دورة_حياة_المنتج,1
ar.b,ar.b,دفتر_أحوال_المجتمع_المصري,1
ar.b,ar.b,تصنيف:وصفات_مختارة,1
ar.b,ar.b,تنميه_مهاره_تدريس_المفاهيم,1
ar.b,ar.b,الجهاز_الهضمي,1
ar.b,ar.b,تصنيف:الصفحة_الرئيسية,1
ar.b,ar.b,برمجة:بايثون,1
ar.b,ar.b,اللغة_العربية/ضمائر,1
ar.b,ar.b,الكيمياء_العامة/التركيب_الذري/تاريخ_التركيب_الذري,1
ar.b,ar.b,الفرنسية/قواعد/تكوين_جملة,1
ar.b,ar.b,العبرية/المقدمة/الأبجدية,1
ar.b,ar.b,السبورة_التفاعلية,1
ar.b,ar.b,ويكي_الكتب:ترحيب,1
ar.d,ar.d,أَبْجَد,2
ar.d,ar.d,سز,2
ar.d,ar.d,-,1
ar.d,ar.d,Fernseher,1
ar.d,ar.d,Indonesia,1
ar.d,ar.d,booster,1
ar.d,ar.d,card,1
ar.d,ar.d,despair,1
ar.d,ar.d,extant,1
ar.d,ar.d,fighting,1
ar.d,ar.d,grasshopper,1
ar.d,ar.d,nosy,1
ar.d,ar.d,optimism,1
ar.d,ar.d,term,1
ar.d,ar.d,water,1
ar.d,ar.d,z,1
ar.d,ar.d,تركيب,1
ar.d,ar.d,تصنيف:تحويلات,1
ar.d,ar.d,تصنيف:قافية_الميم,1
ar.d,ar.d,حاسوب,1
ar.d,ar.d,خاص:بحث,1
ar.d,ar.d,ظلمة,1
ar.d,ar.d,فروق:_العفو_والمسامحة_والصفح_والغفران,1
ar.d,ar.d,مُحَمَّد,1
ar.d,ar.d,والد,1
ar.m,ar.m,الصفحة_الرئيسية,1524
ar.m,ar.m,خاص:بحث,466
ar.m,ar.m,-,431
ar.m,ar.m,جواهر_(ممثلة),279
ar.m,ar.m,طيور_الجنة_(قناة),270
ar.m,ar.m,Special:Search,198
ar.m,ar.m,فيروس_كورونا_المرتبط_بمتلازمة_الشرق_الأوسط_التنفسية,135
ar.m,ar.m,لينين_الرملي,129
ar.m,ar.m,أم_البنين,119
ar.m,ar.m,نادية_لطفي,119
ar.m,ar.m,أحداث_ستاد_الدفاع_الجوي_2015,114
ar.m,ar.m,صلاة_الاستخارة,84
ar.m,ar.m,كارمن_سليمان,83
ar.m,ar.m,صلاة_الاستسقاء,77
ar.m,ar.m,محمد,76
ar.m,ar.m,فيروس_كورونا,73
ar.m,ar.m,صفقة_القرن,71
ar.m,ar.m,عثمان_الأول,71
ar.m,ar.m,خالد_مقداد,66
ar.m,ar.m,عبد_المجيد_الفوزان,66
ar.m,ar.m,ختان_الإناث,63
ar.m,ar.m,عيد_الحب,62
ar.m,ar.m,فيلم_إباحي,60
ar.m,ar.m,قائمة_مفاتيح_الاتصال_الدولية,60
ar.m,ar.m,قائمة_الدول_والتبعيات_حسب_عدد_السكان,58
ar.m.b,ar.m.b,العلاج_بالقرآن_والرقية_الشرعية,10
ar.m.b,ar.m.b,الصفحة_الرئيسية,7
ar.m.b,ar.m.b,تصنيف:علوم_إنسانية,6
ar.m.b,ar.m.b,خاص:بحث,5
ar.m.b,ar.m.b,قواعد_اللغة_العربية_المبسطة,5
ar.m.b,ar.m.b,-,4
ar.m.b,ar.m.b,الفلسفة_الإسلامية,4
ar.m.b,ar.m.b,مواضيع_الآيات_في_القرآن/محمد,4
ar.m.b,ar.m.b,موسوعة_الأعشاب_الطبية,4
ar.m.b,ar.m.b,الألمانية/المستوى_الأول,3
ar.m.b,ar.m.b,العبرية/المقدمة/الأبجدية,3
ar.m.b,ar.m.b,العبرية/درس_5,3
ar.m.b,ar.m.b,كتاب_تاريخ_الفلك/الكواكب_التسعة,3
ar.m.b,ar.m.b,مواضيع_الآيات_في_القرآن/القمر,3
ar.m.b,ar.m.b,ويكي_الأطفال:أبجدية_الفواكه/ظ,3
ar.m.b,ar.m.b,البنوك_الإلكترونية,2
ar.m.b,ar.m.b,التاريخ,2
ar.m.b,ar.m.b,التحكم_القوي_في_الأنظمة_الخطية_متعددة_المتغيرات,2
ar.m.b,ar.m.b,الحصان,2
ar.m.b,ar.m.b,الديانات_والمعتقدات,2
ar.m.b,ar.m.b,الشعر_والدين,2
ar.m.b,ar.m.b,الطاقة/تعريف_الطاقة,2
ar.m.b,ar.m.b,الغلاف_الجوي_للأرض_(الجزء_2),2
ar.m.b,ar.m.b,الفرنسية/قواعد/الضمائر,2
ar.m.b,ar.m.b,الكيمياء_العامة,2
ar.m.d,ar.m.d,الصفحة_الرئيسية,8
ar.m.d,ar.m.d,تصنيف:أ,7
ar.m.d,ar.m.d,حَامِل,4
ar.m.d,ar.m.d,متر,4
ar.m.d,ar.m.d,تصنيف:قافية_الراء,3
ar.m.d,ar.m.d,تصنيف:ك,3
ar.m.d,ar.m.d,ظ,3
ar.m.d,ar.m.d,نفس,3
ar.m.d,ar.m.d,-,2
ar.m.d,ar.m.d,bug,2
ar.m.d,ar.m.d,آسْتِعَاَرة,2
ar.m.d,ar.m.d,أيْ,2
ar.m.d,ar.m.d,أَسَد,2
ar.m.d,ar.m.d,اِسْت,2
ar.m.d,ar.m.d,بَقِيَ,2
ar.m.d,ar.m.d,تصنيف:حروف_لاتينية,2
ar.m.d,ar.m.d,تصنيف:قافية_الميم,2
ar.m.d,ar.m.d,حصان,2
ar.m.d,ar.m.d,خاص:بحث,2
ar.m.d,ar.m.d,خَمِيس,2
ar.m.d,ar.m.d,ربى,2
ar.m.d,ar.m.d,سَلَا,2
ar.m.d,ar.m.d,فروق:عرب_وأعراب,2
ar.m.d,ar.m.d,فِلَسْطِيْن,2
ar.m.d,ar.m.d,قالب:مفردة_مختارة/أرشيف,2
ar.m.n,ar.m.n,الصفحة_الرئيسية,4
ar.m.n,ar.m.n,نقاش_المستخدم:Saramohm,4
ar.m.n,ar.m.n,تصنيف:دول_عربية,4
ar.m.n,ar.m.n,خاص:بحث,4
ar.m.n,ar.m.n,مستخدم:Saramohm,4
ar.m.n,ar.m.n,مستخدم:فيصل,3
ar.m.n,ar.m.n,تصنيف:علوم_إنسانية,2
ar.m.n,ar.m.n,Special:Search,1
ar.m.n,ar.m.n,مشروع_فني_جديد_يطمح_إلى_رسم_صور_ضحايا_من_فلسطين,1
ar.m.n,ar.m.n,هيومن_رايتس_ووتش_تندد_بأحكام_السجن_بتهمة_الإساءة_للأمير_في_الكويت,1
ar.m.n,ar.m.n,ملف:Map_of_League_of_Arab_States_countries.png,1
ar.m.n,ar.m.n,مقتل_الشيخ_سعيد_رمضان_البوطي_و49_آخرين_بينهم_حفيده_في_تفجير_انتحاري_في_دمشق,1
ar.m.n,ar.m.n,مطالبات_للأمم_المتحدة_بالتراجع_عن_قرار_تقسيم_فلسطين,1
ar.m.n,ar.m.n,ما_الذي_يحرك_التهم_بالكفر_والردة_في_الشرق_الأوسط؟_ليس_الدين_وحده,1
ar.m.n,ar.m.n,أقواها_7.1_درجة_على_مقياس_ريختر،_هزات_أرضية_تضرب_بيرو,1
