Domain,Domain,Page,Count
ay,ay,Ayuda:Contents,5
ay,ay,Dublin,5
ay,ay,-,4
ay,ay,Istadus_Unidus,3
ay,ay,Categoría:Aru:kn,2
ay,ay,Especial:MiDiscusión,2
ay,ay,Miguel_de_Cervantes,2
ay,ay,Mutüwi,2
ay,ay,Nihun,2
ay,ay,Paris,2
ay,ay,Uraqita,2
ay,ay,Wila_masi,2
ay,ay,1962,2
ay,ay,1984,2
ay,ay,1985,2
ay,ay,Niqirya,2
ay,ay,Qhana,2
ay,ay,Thüringen_suyu,2
ay,ay,1989,1
ay,ay,2005,1
ay,ay,Achkatasiri,1
ay,ay,Achuqa_phaxsi,1
ay,ay,Akira_Kurosawa,1
ay.b,ay.b,Usuario:Majorly,1
ay.d,ay.d,Nayriri_Uñstawi,2
ay.d,ay.d,Categoría:Páginas_que_usan_argumentos_duplicados_en_invocaciones_de_plantillas,1
ay.d,ay.d,Portada,1
ay.d,ay.d,water,1
ay.m,ay.m,Nayriri_uñstawi,2
ay.m,ay.m,Bremen,1
ay.m,ay.m,Amtawi,1
ay.m,ay.m,Oscar_Romero,1
ay.m,ay.m,José_Antonio_Páez,1
ay.m,ay.m,Grocio_Prado_jisk'a_t'aqa_suyu,1
ay.m,ay.m,"Archivo:Mexico_map,_MX-GRO.svg",1
ay.m,ay.m,Archivo:Mapa_territorios_España_Canarias.svg,1
ay.m,ay.m,Antoine_de_Saint-Exupéry,1
ay.m,ay.m,2010,1
ay.m,ay.m,Categoría:Berlin,1
ay.m,ay.m,Yawli_jisk'a_t'aqa_suyu,1
ay.m,ay.m,Władysław_Hasior,1
ay.m,ay.m,Wila_masi,1
ay.m,ay.m,Kirk_Douglas,1
ay.m,ay.m,Josephine_Brown,1
ay.m,ay.m,Cristoforo_Colombo,1
ay.m,ay.m,Wuliwya,1
ay.m.d,ay.m.d,Wiktionary:Verbos:Aymara,1
az,az,Ana_Səhifə,338
az,az,Macarıstanda_1848-ci_il_inqilabı,80
az,az,İyirmi_səkkizinci_simfoniya_(Motsart),25
az,az,Azərbaycan,20
az,az,Google,20
az,az,Azərbaycan_tarixi,19
az,az,Azərbaycan_Prezidenti,18
az,az,Azərbaycan_coğrafiyası,16
az,az,Funçoza,15
az,az,Mübariz_İbrahimov,15
az,az,Xocalı_soyqırımı,14
az,az,Xüsusi:Axtar,14
az,az,Xüsusi:SonDəyişikliklər,11
az,az,Azərbaycan_Respublikasının_Konstitusiyası,9
az,az,Azərbaycan_xanlıqları,9
az,az,Heydər_Əliyev,9
az,az,Koronavirus,9
az,az,Şuşanın_işğalı,9
az,az,Azərbaycan_ədəbiyyatı,8
az,az,Rusiya,8
az,az,Vikipediya:Kənd_meydanı,8
az,az,Azərbaycanın_inzibati_bölgüsü,7
az,az,Coğrafiya,7
az,az,Nepotizm,7
az,az,Yəmən_inqilabı,7
az.b,az.b,Ana_Səhifə,8
az.b,az.b,Verilənlər_bazası_və_verilənlər_bazasının_idarəetmə_sistemləri/Verilənlər_bazasının_strukturu,2
az.b,az.b,Vikikitab:Qısayol,2
az.b,az.b,Azərbaycan_tarixi/Azərbaycan_ərazisində_ilk_insan_məskənləri,2
az.b,az.b,Abbas_Bağırov/Biblioqrafiya/Publisistik_məqalələri,1
az.b,az.b,Bağçılıq/Fındıq_bağı,1
az.b,az.b,Kateqoriya:Vikipediya,1
az.b,az.b,Microsoft_Access_2000/Cədvəllər,1
az.b,az.b,Pascal,1
az.b,az.b,Resept:Qızılgül_mürəbbəsi,1
az.b,az.b,Vikipediya,1
az.b,az.b,Yemçilik/Yonca/Torpağın_hazırlanması_və_səpin,1
az.b,az.b,VK:SNS,1
az.b,az.b,Vikikitab:Haqqında,1
az.b,az.b,Vikikitab:Silinməyə_namizəd_səhifələr,1
az.b,az.b,Vikikitab:Silinməyə_namizəd_səhifələr/Arxiv,1
az.d,az.d,Ana_Səhifə,4
az.d,az.d,Port_Moresby,3
az.d,az.d,Bagdad,1
az.d,az.d,Barens_dənizi,1
az.d,az.d,Fernseher,1
az.d,az.d,Karib_dənizi,1
az.d,az.d,Kateqoriya:Baltik_dənizi_ölkələri_(Türk_dili),1
az.d,az.d,Kateqoriya:Həftənin_günləri_(Azərbaycan_dili),1
az.d,az.d,Kateqoriya:Qrammatika_(İngilis_dili),1
az.d,az.d,Kateqoriya:Xüsusi_isim_(Yoruba_dili),1
az.d,az.d,Məhəmməd,1
az.d,az.d,Patrasso,1
az.d,az.d,Patsch,1
az.d,az.d,Patsche,1
az.d,az.d,Pauper,1
az.d,az.d,Pause,1
az.d,az.d,Pavlodar,1
az.d,az.d,Pawlodar,1
az.d,az.d,Pays-Bas,1
az.d,az.d,Países_Baixos,1
az.d,az.d,Países_Bajos,1
az.d,az.d,Países_Baxos,1
az.d,az.d,baş,1
az.d,az.d,etmək,1
az.d,az.d,grasshopper,1
az.m,az.m,Xüsusi:Axtar,1411
az.m,az.m,Ana_Səhifə,178
az.m,az.m,Mübariz_İbrahimov,122
az.m,az.m,-,58
az.m,az.m,Ulduz_Sönməz,46
az.m,az.m,Xocalı_soyqırımı,44
az.m,az.m,Kamil_Musavi,40
az.m,az.m,Şuşanın_işğalı,29
az.m,az.m,8_fevral,28
az.m,az.m,Azərbaycan,28
az.m,az.m,Avesta,25
az.m,az.m,Heydər_Əliyev,23
az.m,az.m,Şəkil:Mubariz_Ibrahimovun_mektubu.jpg,23
az.m,az.m,Azərbaycanda_Parlament_seçkiləri_(2020),22
az.m,az.m,Lalə,21
az.m,az.m,Albert_Eynşteyn,20
az.m,az.m,Üzeyir_Hacıbəyov,20
az.m,az.m,Əhməd_Ağdamski,20
az.m,az.m,Gəncə,18
az.m,az.m,Mikayıl_Abdullayev,18
az.m,az.m,Fəzail_Ağamalı,17
az.m,az.m,Oral_seks,17
az.m,az.m,Fərəc_Quliyev,16
az.m,az.m,Çin_Xalq_Respublikası,16
az.m,az.m,Azərbaycan_tarixi,15
az.m.b,az.m.b,Məntiqi_məsələlər/Cavablar,18
az.m.b,az.m.b,Vikiuşaq:Lətifələr/Molla_Nəsrəddin,10
az.m.b,az.m.b,Məntiqi_məsələlər/Suallar,9
az.m.b,az.m.b,"Mübariz_İbrahimov/Düşməni_köksündən_vurdun,_Mübariz",6
az.m.b,az.m.b,Resept:Şəkərbura,6
az.m.b,az.m.b,Quşçuluq/Körpə_cücələrin_bəslənməsi,4
az.m.b,az.m.b,Nitq_mədəniyyəti/Nitqin_növləri_(monoloji_və_dialoji),3
az.m.b,az.m.b,Arıçılıq/Arılara_yaz_qulluğu,2
az.m.b,az.m.b,Arıçılıq/Sağlam_olmayan_arı_ailələrinə_qulluq,2
az.m.b,az.m.b,Gülüstan_müqaviləsi,2
az.m.b,az.m.b,MS-DOS/Bəzi_əmrləri,2
az.m.b,az.m.b,Azərbaycan_tarixi/Babəkin_başçılığı_altında_xalq_azadlıq_mübarizəsi,1
az.m.b,az.m.b,Gülüstan_müqaviləsi/I_Maddə,1
az.m.b,az.m.b,Kartofçuluq/Kartofun_gübrələnməsi,1
az.m.b,az.m.b,Məntiqi_məsələlər,1
az.m.b,az.m.b,Nitq_mədəniyyəti/Natiqlik_sənətinin_yaranma_tarixi,1
az.m.b,az.m.b,Nitq_mədəniyyəti/Nitq_mədəniyyəti_haqqında_anlayış,1
az.m.b,az.m.b,Resept:Qırmızı_lobya_salatı,1
az.m.b,az.m.b,"Sarı_gəlin/""Sarı_gəlin""_mahnısının_sözləri",1
az.m.b,az.m.b,Verilənlər_bazası_və_verilənlər_bazasının_idarəetmə_sistemləri/Verilənlər_bazasının_strukturu,1
az.m.b,az.m.b,Vikiuşaq:Ana_dili/Atalar_sözü,1
az.m.b,az.m.b,Vikiuşaq:Lətifələr,1
az.m.b,az.m.b,Vikiuşaq:Təbiət/Cansız_təbiət,1
az.m.b,az.m.b,Vikiuşaq:Təbiət/Təbiət,1
az.m.b,az.m.b,İnformasiya_təhlükəsizliyi/Kompüter_şəbəkələrində_informasiya_təhlükəsizliyinin_təmin_olunmasının_texnoloji_aspektləri,1
az.m.d,az.m.d,Amerika_Birləşmiş_Ştatları,3
az.m.d,az.m.d,Ana_Səhifə,2
az.m.d,az.m.d,Kateqoriya:Alman_dilindəki_sözlər,2
az.m.d,az.m.d,Kateqoriya:Atlantik_okean_(Azərbaycan_dili),2
az.m.d,az.m.d,Kateqoriya:Rus_dilindəki_sözlər,2
az.m.d,az.m.d,Kateqoriya:İngilis_dilindəki_sözlər,2
az.m.d,az.m.d,Kateqoriya:Ədat_(Rus_dili),2
az.m.d,az.m.d,tələffüz,2
az.m.d,az.m.d,play,2
az.m.d,az.m.d,poet,2
az.m.d,az.m.d,təkəbbür,2
az.m.d,az.m.d,Kateqoriya:Aylar_(Türk_dili),1
az.m.d,az.m.d,Kateqoriya:Heyvanlar_(Rus_dili),1
az.m.d,az.m.d,Kateqoriya:Körfəzlər_(Azərbaycan_dili),1
az.m.d,az.m.d,Kateqoriya:Ləzgi_dilindəki_sözlər,1
az.m.d,az.m.d,Kateqoriya:Sifət_(Ləzgi_dili),1
az.m.d,az.m.d,Kateqoriya:İsmin_halları,1
az.m.d,az.m.d,Tanzaniya,1
az.m.d,az.m.d,fleyta,1
az.m.d,az.m.d,pişik,1
az.m.d,az.m.d,qoyun,1
az.m.d,az.m.d,İspaniya,1
az.m.d,az.m.d,Şablon:Portal:Rusiya,1
az.m.d,az.m.d,Atbara,1
az.m.d,az.m.d,Kateqoriya:Aylar_(Azərbaycan_dili),1
az.m.q,az.m.q,Azərbaycan_atalar_sözləri,27
az.m.q,az.m.q,Çörək,12
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/A,11
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/Y,10
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/Ç,10
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/Birlik_və_dostluq,9
az.m.q,az.m.q,"Azərbaycan_atalar_sözləri/Söz,_söhbət_və_danışıq",8
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/B,6
az.m.q,az.m.q,Ana_Səhifə,5
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/D,5
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/Q,5
az.m.q,az.m.q,Yaxşılıq,5
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/S,4
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/İ,4
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/İnsan_qüsurlarının_tənqidi,4
az.m.q,az.m.q,"Azərbaycan_atalar_sözləri/Elm,_bilik_və_ağıl",3
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/L,3
az.m.q,az.m.q,Torpaq,3
az.m.q,az.m.q,Azərbaycan_atalar_sözləri/Vətən_və_el,2
az.m.q,az.m.q,Sükut,2
az.m.q,az.m.q,Tərbiyə,2
az.m.q,az.m.q,-,2
az.m.q,az.m.q,Dostluq,2
az.m.q,az.m.q,Musiqi,2
az.m.q,az.m.q,Riyaziyyat,2
az.m.s,az.m.s,Bayatılar_(Araz_Yaquboğlu),8
az.m.s,az.m.s,Ev_əşyaları_(tapmaca),7
az.m.s,az.m.s,Müəllif:Mirzə_Ələkbər_Sabir,6
az.m.s,az.m.s,Bayatılar_(Sarı_Aşıq),5
az.m.s,az.m.s,İnanclar,5
az.m.s,az.m.s,"Guş_qıl,_ey_ki_bilirsən_özüvi_vaqifi-kar",4
az.m.s,az.m.s,Müəllif:Qasım_bəy_Zakir,4
az.m.s,az.m.s,Ana_(Cəfər_Cabbarlı),3
az.m.s,az.m.s,Azərbaycan_Respublikasının_Cinayət_Məcəlləsi/Səkkizinci_bölmə,3
az.m.s,az.m.s,"Bir_kəs_ki,_qəm_ducan_ola,_ağlar,_ağlamaz",3
az.m.s,az.m.s,Durnalar_(Qasım_bəy_Zakir),3
az.m.s,az.m.s,Durnalar_(dəqiqləşdirmə),3
az.m.s,az.m.s,Ey_fələk_zülmün_əyandır,3
az.m.s,az.m.s,Müəllif:Mikayıl_Müşfiq,3
az.m.s,az.m.s,Quran_(V.Məmmədəliyev_və_Z.Bünyadov_tərcüməsi),3
az.m.s,az.m.s,Yanıltmaclar,3
az.m.s,az.m.s,Yenə_o_bağ_olaydı...,3
az.m.s,az.m.s,Əlilliyin_müəyyən_olunması_meyarlarına_dair_əsasnamə,3
az.m.s,az.m.s,Müəllif:Aşıq_Ələsgər,3
az.m.s,az.m.s,Ana_(Mikayıl_Müşfiq),2
az.m.s,az.m.s,Ana_Səhifə,2
az.m.s,az.m.s,Arasında_(Qasım_bəy_Zakir),2
az.m.s,az.m.s,Ayı_və_şir_(Abbas_Səhhət),2
az.m.s,az.m.s,Bacı-qardaş_ilə_div,2
az.m.s,az.m.s,Canımız,2
az.q,az.q,Azərbaycan_atalar_sözləri/Birlik_və_dostluq,6
az.q,az.q,Ana_Səhifə,2
az.q,az.q,Vikisitat:Qısayol,2
az.q,az.q,Robert_Lyuis_Stevenson,2
az.q,az.q,Devid_Boui,2
az.q,az.q,VS:BBL,2
az.q,az.q,Qay_Yuli_Sezar,1
az.q,az.q,Kömək:Gadget-HotCat,1
az.q,az.q,Kateqoriya:Mövzular,1
az.q,az.q,Film,1
az.q,az.q,Aclıq,1
az.q,az.q,Vikisitat:Kənd_meydanı,1
az.q,az.q,Su,1
az.q,az.q,Kateqoriya:Wikidata,1
az.q,az.q,Kateqoriya:Vikisitat:İdarəetmə,1
az.q,az.q,Kateqoriya:Vikisitat:Modullar,1
az.q,az.q,Kateqoriya:ABŞ_yazıçıları,1
az.q,az.q,Kateqoriya:1904,1
az.q,az.q,Azərbaycan_atalar_sözləri/Ç,1
az.q,az.q,İrland_atalar_sözləri,1
az.s,az.s,Ana_Səhifə,5
az.s,az.s,Quran_(V.Məmmədəliyev_və_Z.Bünyadov_tərcüməsi)/Əl-Kafirun_surəsi,3
az.s,az.s,Peyğəmbər_(Puşkin),3
az.s,az.s,"Məndə_sığar_iki_cahan,_mən_bu_cahanə_sığmazam",2
az.s,az.s,1990-cı_il_yanvarın_20-də_Bakıda_törədilmiş_faciəli_hadisələr_haqqında_Azərbaycan_Respublikası_Milli_Məclisinin_qərarı_(1994),1
az.s,az.s,Azərbaycan_Respublikasının_Cinayət_Məcəlləsi/On_ikinci_bölmə,1
az.s,az.s,Azərbaycan_Respublikasının_Cinayət_Məcəlləsi/Səkkizinci_bölmə,1
az.s,az.s,Dövlət_dili_haqqında_Azərbaycan_Respublikasının_Qanunu,1
az.s,az.s,Kateqoriya:1904,1
az.s,az.s,Kateqoriya:Azərbaycan_xalq_mahnıları_sözləri,1
az.s,az.s,Kateqoriya:Vikimənbə:İdarəetmə,1
az.s,az.s,Quran_(V.Məmmədəliyev_və_Z.Bünyadov_tərcüməsi)/Əl-Kəhf_surəsi,1
az.s,az.s,Vikimənbə:İnterfeys_idarəçiləri,1
az.s,az.s,"Üzünü_məndən_nihan_еtmək_dilərsən,_еtməgil!",1
az.s,az.s,Şablon:Mənbəsiz,1
az.s,az.s,Ərlə_arvadın_deyişməsi,1
az.s,az.s,Azərbaycan_Respublikasının_Cinayət_Məcəlləsi/Onuncu_bölmə,1
az.s,az.s,Bibliya/Saylar_Kitabı,1
az.s,az.s,Bibliya/Əyyub_Kitabı,1
az.s,az.s,Kateqoriya:Vikimənbə:Portallar,1
az.s,az.s,Müəllif:Əbdürrəhim_bəy_Haqverdiyev,1
az.s,az.s,Padşah_və_dəmirçi,1
az.s,az.s,Pərişan,1
az.s,az.s,VM:GH,1
az.s,az.s,VM:HC,1
azb,azb,آنا_صفحه,161
azb,azb,قارتنر,32
azb,azb,۱۸۴۸_ماجاریستان_اینقلابی,22
azb,azb,قوقل,20
azb,azb,ان‌بی‌سی_یونیورسال,17
azb,azb,سفری‌کام,15
azb,azb,فایل:Civil_Flag_of_Serbia.svg,10
azb,azb,فایل:Flag_of_Poland.svg,10
azb,azb,اؤزل:سون_دَییشیکلر,9
azb,azb,پیروزی_تهران_فوتبول_کلوبو,6
azb,azb,کؤمک:ایچینده‌کیلر,6
azb,azb,بؤلمه:ساواشلار,6
azb,azb,۶۹_(میلادی),6
azb,azb,-,5
azb,azb,آنزیم,5
azb,azb,بؤلمه:۱۸۴۸_ماجاریستان_اینقلابی,5
azb,azb,دانیشیق:۱۸۴۸_ماجاریستان_اینقلابی,5
azb,azb,دیرنچ,5
azb,azb,فیلم,5
azb,azb,ایوان_پاسکوویچ,5
azb,azb,دوبلین,5
azb,azb,شابلون:Archive_box,5
azb,azb,ویکی‌پدیا:ایندیکی_اولایلار,4
azb,azb,دوبلین_بیلیم‌یوردو,4
azb,azb,شابلون:ساواش-قارالاما,4
azb.m,azb.m,آنا_صفحه,7
azb.m,azb.m,آغیز_سکسی,4
azb.m,azb.m,سکس_(فیلم),4
azb.m,azb.m,۱۸۴۸_ماجاریستان_اینقلابی,4
azb.m,azb.m,قندرقالو_(زنجان),3
azb.m,azb.m,باجاج_آتو,2
azb.m,azb.m,جیمز_مور,2
azb.m,azb.m,داملا(مۆغنی),2
azb.m,azb.m,رزمند_پایک,2
azb.m,azb.m,سکس,2
azb.m,azb.m,شریح_قاضی,2
azb.m,azb.m,فایل:Flag_of_Poland.svg,2
azb.m,azb.m,فایل:Icon_vojn.svg,2
azb.m,azb.m,اب_امیری(بهبهان),2
azb.m,azb.m,اوسلتامیویر,2
azb.m,azb.m,ایوان_پاسکوویچ,2
azb.m,azb.m,شابلون:ساواش-قارالاما,2
azb.m,azb.m,عصرلر,2
azb.m,azb.m,فایل:Austria-Hungary_civil_flag_1869-1918.svg,2
azb.m,azb.m,فایل:Banner_of_the_Bohemian_Coat_of_Arms.svg,2
azb.m,azb.m,فایل:Bergner-prostitute.jpg,2
azb.m,azb.m,فایل:Civil_Flag_of_Serbia.svg,2
azb.m,azb.m,فایل:Coa_Romania_Nationality_Saxons.svg,2
azb.m,azb.m,فایل:Flag_of_Bohemia.svg,2
azb.m,azb.m,فایل:Flag_of_Serbian_Vojvodina.svg,2
ba,ba,Баш_бит,91
ba,ba,Махсус:Һуңғы_үҙгәртеүҙәр,9
ba,ba,Радио,8
ba,ba,Плотина,7
ba,ba,Википедия:Белешмә,6
ba,ba,Луи_Армстронг,5
ba,ba,Фильм,5
ba,ba,Дублин,5
ba,ba,Википедия:Ҡоролтай,4
ba,ba,Майкл_Фарадей,4
ba,ba,Мөхәмәтҡолов_Сабирйән_Мөхәмәтзакир_улы,4
ba,ba,Ферменттар,4
ba,ba,Видео,4
ba,ba,1845_йыл,3
ba,ba,Башҡорт_энциклопедияһы,3
ba,ba,Башҡортостан_(радио),3
ba,ba,Википедия:Рәхим_итегеҙ,3
ba,ba,Кеше_хоҡуҡтары,3
ba,ba,Осташев_Аркадий_Ильич,3
ba,ba,Украинцы_в_Башкортостане,3
ba,ba,Аборт,3
ba,ba,Америка_Ҡушма_Штаттары,3
ba,ba,Джон_Локк,3
ba,ba,Категория:Темалар_буйынса_тарих,3
ba,ba,Мультипликация,3
ba.b,ba.b,Категория:Башҡортса,6
ba.b,ba.b,Категория:Файҙалы_кәңәштәр,4
ba.b,ba.b,Категория:Алфавит_буйынса_кәңәштәр,2
ba.b,ba.b,Тырнаҡтар_нимә_хаҡында_һөйләй?,2
ba.b,ba.b,Баш_бит,2
ba.b,ba.b,Категория:!Main_category,1
ba.b,ba.b,Категория:Candidates_for_speedy_deletion,1
ba.b,ba.b,Ильяс_мәзин,1
ba.b,ba.b,Категория:Алфавит_буйынса_рецептар,1
ba.b,ba.b,Викидәреслек:Баш_бит,1
ba.b,ba.b,Категория:Бөрйән_районы,1
ba.b,ba.b,Категория:История_науки,1
ba.b,ba.b,Категория:Рецептар,1
ba.b,ba.b,Категория:Торт,1
ba.b,ba.b,Илъяс_мәзин,1
ba.b,ba.b,Махсус:Һуңғы_үҙгәртеүҙәр,1
ba.b,ba.b,Ниндәй_ризыҡ_күпме_һаҡлана?,1
ba.b,ba.b,Викидәреслек:Берләшмә_ҡоро,1
ba.b,ba.b,Файҙалы_кәңәштәр,1
ba.m,ba.m,Баш_бит,12
ba.m,ba.m,Радио,4
ba.m,ba.m,Мостай_Кәрим,4
ba.m,ba.m,Башҡорт_милли_кейеме,3
ba.m,ba.m,Башҡорт_теле,3
ba.m,ba.m,Википедия,3
ba.m,ba.m,Википедия:Вәкиллек,3
ba.m,ba.m,Файл:NaderShahPainting.png,3
ba.m,ba.m,Энциклопедия,3
ba.m,ba.m,«Башҡорт_энциклопедияһы»_ғилми-нәшриәт_комплексы,2
ba.m,ba.m,Айыу_һымаҡтар,2
ba.m,ba.m,Баймаҡ_районы,2
ba.m,ba.m,Википедия:Рәхим_итегеҙ,2
ba.m,ba.m,Дәүләтшина_Һәҙиә_Лотфулла_ҡыҙы,2
ba.m,ba.m,Категория:Б._э._т._60-сы_йылдар,2
ba.m,ba.m,Нуриман_районы,2
ba.m,ba.m,Белоруссия,2
ba.m,ba.m,Категория:Халыҡ_бейеүе,2
ba.m,ba.m,Сәнғәт,2
ba.m,ba.m,Тапаҡов_Хәйҙәр_Ниғәмәт_улы,2
ba.m,ba.m,Файл:Flag_of_Saudi_Arabia.svg,2
ba.m,ba.m,Һынлы_сәнғәт,2
ba.m,ba.m,1773—1775_йылдарҙағы_Крәҫтиәндәр_һуғышы,1
ba.m,ba.m,1790_йыл,1
ba.m,ba.m,1791_йыл,1
ban,ban,Kaca_Utama,22
ban,ban,Google,20
ban,ban,Kusus:Perubahan_terbaru,12
ban,ban,Amérika_Serikat,4
ban,ban,1860,3
ban,ban,1869,3
ban,ban,1984,3
ban,ban,Hak_azasi_manusia,3
ban,ban,1841,2
ban,ban,1852,2
ban,ban,1855,2
ban,ban,1856,2
ban,ban,1857,2
ban,ban,1858,2
ban,ban,1859,2
ban,ban,1861,2
ban,ban,1862,2
ban,ban,1863,2
ban,ban,1865,2
ban,ban,1868,2
ban,ban,1870,2
ban,ban,1871,2
ban,ban,1872,2
ban,ban,1873,2
ban,ban,1874,2
ban.m,ban.m,Kaca_Utama,6
ban.m,ban.m,HIVI!,3
ban.m,ban.m,Macan,2
ban.m,ban.m,-,1
ban.m,ban.m,Mal:Flag,1
ban.m,ban.m,Kemuning,1
ban.m,ban.m,Gong_Li,1
ban.m,ban.m,Nusa_Penida,1
ban.m,ban.m,Meong,1
ban.m,ban.m,Maroko,1
ban.m,ban.m,Kaséla,1
ban.m,ban.m,1987,1
ban.m,ban.m,Coronavirus_2019-nCov,1
ban.m,ban.m,Bébék,1
ban.m,ban.m,Basa_Bali,1
ban.m,ban.m,Bali_United_F.C.,1
ban.m,ban.m,1990,1
ban.m,ban.m,1989,1
ban.m,ban.m,1988,1
ban.m,ban.m,Pandan_arum,1
bar,bar,Hoamseitn,81
bar,bar,Kategorie:Militärgeschichte,24
bar,bar,Google,20
bar,bar,Kategorie:Rechtsgeschichte,20
bar,bar,Wikipedia:Impressum,16
bar,bar,Kategorie:Geschichte_der_Religion,9
bar,bar,Radio,8
bar,bar,Ecuador,6
bar,bar,Huif:Hilfe,6
bar,bar,Kategorie:Begriffsklärung,6
bar,bar,Vaoanigte_Stootn,5
bar,bar,Dublin,5
bar,bar,Rotwejsch,4
bar,bar,Wikipedia:Iba_Wikipedia,4
bar,bar,Kategorie:Politikgeschichte,4
bar,bar,Dischkrian:Hoamseitn,3
bar,bar,Gemeinsame_Normdatei,3
bar,bar,Spezial:Meine_Diskussionsseite,3
bar,bar,Latein,3
bar,bar,Vorlog:SportsReference,3
bar,bar,1989,2
bar,bar,Android_(Betriebssystem),2
bar,bar,Antigua_und_Barbuda,2
bar,bar,Bolivien,2
bar,bar,Dominica,2
bar.m,bar.m,Hoamseitn,22
bar.m,bar.m,Kategorie:Militärgeschichte,4
bar.m,bar.m,Nationalsozialismus,3
bar.m,bar.m,World_Wrestling_Entertainment,3
bar.m,bar.m,Datei:Information_icon.svg,2
bar.m,bar.m,Ecuador,2
bar.m,bar.m,Fränkisch,2
bar.m,bar.m,Ostmittelbairisch,2
bar.m,bar.m,Wikipedia:Iba_Wikipedia,2
bar.m,bar.m,Boarisch,2
bar.m,bar.m,Kategorie:Rechtsgeschichte,2
bar.m,bar.m,Luxnbuagisch,2
bar.m,bar.m,Provinz_Barcelona,2
bar.m,bar.m,Radio,2
bar.m,bar.m,-,1
bar.m,bar.m,A92,1
bar.m,bar.m,Datei:WWE_Logo.svg,1
bar.m,bar.m,Detektiv_Conan,1
bar.m,bar.m,ERP,1
bar.m,bar.m,Eiserner_Vorhang,1
bar.m,bar.m,Fränkische_Sprochn,1
bar.m,bar.m,Gabriel_García_Márquez,1
bar.m,bar.m,Gau_(Landschaft),1
bar.m,bar.m,Griawig,1
bar.m,bar.m,Hermann_vo_Niedaoida,1
bat-smg,bat-smg,Pėrms_poslapis,35
bat-smg,bat-smg,Google,20
bat-smg,bat-smg,Radėjs,9
bat-smg,bat-smg,Ekvaduors,8
bat-smg,bat-smg,JAV,5
bat-smg,bat-smg,Pagelba:Torėnīs,5
bat-smg,bat-smg,Doblėns,5
bat-smg,bat-smg,Ferments,4
bat-smg,bat-smg,Specēlos:Mano_indėlis,4
bat-smg,bat-smg,Films,4
bat-smg,bat-smg,Specēlos:Mano_aptarimas,4
bat-smg,bat-smg,Moltėplėkacėjė,3
bat-smg,bat-smg,Žmuogaus_teisės,3
bat-smg,bat-smg,Specēlos:Naujausi_keitimai,3
bat-smg,bat-smg,Vikipedėjė:Kuolektīvs,3
bat-smg,bat-smg,Aktuorios,2
bat-smg,bat-smg,Elinor_Ostrom,2
bat-smg,bat-smg,Nauduotuos:Dirgela,2
bat-smg,bat-smg,Parīžios,2
bat-smg,bat-smg,Pruopaganda,2
bat-smg,bat-smg,Wiki,2
bat-smg,bat-smg,1984,2
bat-smg,bat-smg,Alzhaimerė_lėga,2
bat-smg,bat-smg,Argentėna,2
bat-smg,bat-smg,Bolivėjė,2
bat-smg.m,bat-smg.m,Radėjs,4
bat-smg.m,bat-smg.m,Pėrms_poslapis,3
bat-smg.m,bat-smg.m,Daka,2
bat-smg.m,bat-smg.m,Lisa_Sparxxx,2
bat-smg.m,bat-smg.m,Ekvaduors,2
bat-smg.m,bat-smg.m,Astruonuomėjė,1
bat-smg.m,bat-smg.m,Budėzmos,1
bat-smg.m,bat-smg.m,Internets,1
bat-smg.m,bat-smg.m,Kana_(Australėjė),1
bat-smg.m,bat-smg.m,Kijuots,1
bat-smg.m,bat-smg.m,Koltūra,1
bat-smg.m,bat-smg.m,Paguonībė,1
bat-smg.m,bat-smg.m,Pornograpėjė,1
bat-smg.m,bat-smg.m,Sora_Aoi,1
bat-smg.m,bat-smg.m,Statėstėka,1
bat-smg.m,bat-smg.m,Taoėzmos,1
bat-smg.m,bat-smg.m,Šėmkātē,1
bat-smg.m,bat-smg.m,Abruozdielis:Zoo-Dortmund-IMG_5513.JPG,1
bat-smg.m,bat-smg.m,Algebra,1
bat-smg.m,bat-smg.m,Films,1
bat-smg.m,bat-smg.m,Jankā,1
bat-smg.m,bat-smg.m,Kalėdasa,1
bat-smg.m,bat-smg.m,Kateguorėjė:Kuoriejė,1
bat-smg.m,bat-smg.m,Kūjuokā,1
bat-smg.m,bat-smg.m,Lapkristė_20,1
bcl,bcl,Panginot_na_Pahina,42
bcl,bcl,Mga_aktibong_bulkan_sa_Filipinas,7
bcl,bcl,Budismo,5
bcl,bcl,Kristianismo,5
bcl,bcl,Prostitusyon,5
bcl,bcl,Dublin,5
bcl,bcl,Bagyo,4
bcl,bcl,Manny_Pacquiao,4
bcl,bcl,Sergio_Osmeña,4
bcl,bcl,United_Arab_Emirates,4
bcl,bcl,Wikipedia:Mapanonongod,4
bcl,bcl,Estados_Unidos,4
bcl,bcl,Andres_Bonifacio,3
